Emp_Id;satisfaction_level;last_evaluation;number_project;average_montly_hours;time_spend_company;Work_accident;left;promotion_last_5years;Department;salary
IND35538;0,52;0,72;2;247;4;0;0;0;accounting;medium
IND31747;0,92;0,50;5;258;3;0;0;0;hr;medium
IND42363;0,53;0,84;4;219;2;0;0;0;hr;high
IND38161;0,50;0,95;2;208;2;0;0;0;hr;low
IND38728;0,98;0,77;4;184;3;0;0;0;hr;medium
IND16662;0,85;0,60;5;178;2;0;0;0;technical;medium
IND28967;0,49;0,83;4;194;3;0;0;0;technical;medium
IND35793;0,52;0,73;4;245;4;0;0;0;technical;medium
IND42878;0,96;0,77;3;193;3;0;0;0;technical;medium
IND03521;0,86;0,85;3;254;3;0;0;0;technical;medium
IND03480;0,35;0,59;3;281;2;0;0;0;technical;medium
IND16418;0,99;0,97;5;229;2;0;0;0;technical;medium
IND06559;0,52;0,92;4;112;2;0;0;0;technical;medium
IND11873;0,75;0,91;4;243;3;0;0;0;technical;high
IND11936;0,67;0,66;3;151;3;0;0;0;technical;low
IND14358;0,49;0,37;4;216;4;0;0;0;technical;low
IND33488;0,51;0,62;3;110;3;0;0;0;support;low
IND18502;0,65;0,60;3;142;2;0;0;0;support;high
IND28931;0,73;0,80;4;251;2;1;0;0;support;low
IND29624;0,46;0,75;6;276;6;0;0;0;support;low
IND34813;0,94;0,82;4;159;2;1;0;0;support;low
IND04671;0,53;0,69;4;257;4;0;0;0;support;high
IND10855;0,60;0,79;5;154;2;0;0;0;support;low
IND16398;0,63;0,97;5;146;3;0;0;0;support;low
IND01298;0,75;0,77;4;204;2;0;0;0;support;low
IND41326;0,69;0,53;4;156;3;0;0;0;support;low
IND06725;0,81;0,50;4;170;4;0;0;0;support;low
IND20848;0,74;0,84;3;239;3;0;0;0;technical;low
IND34467;0,72;0,55;4;145;3;0;0;0;technical;low
IND12613;0,27;0,39;4;193;4;0;0;0;technical;medium
IND17837;0,86;0,74;2;178;3;0;0;0;management;medium
IND19677;0,50;0,59;3;260;3;0;0;0;IT;medium
IND33836;0,82;0,50;3;198;4;0;0;0;IT;medium
IND32474;0,73;0,51;4;249;5;0;0;0;IT;medium
IND33361;0,70;0,72;4;202;3;0;0;0;IT;medium
IND17310;0,90;0,72;4;143;3;0;0;0;IT;medium
IND15606;0,72;0,95;2;178;4;1;0;0;product_mng;medium
IND02714;0,63;0,85;3;151;4;1;0;0;product_mng;medium
IND17818;0,84;0,99;4;134;3;0;0;0;product_mng;medium
IND28094;0,98;0,92;5;221;3;1;0;0;product_mng;medium
IND32080;0,41;0,48;6;165;4;0;0;0;IT;medium
IND44913;0,72;0,58;4;255;2;0;0;0;RandD;high
IND44673;0,87;0,89;3;140;2;1;0;0;RandD;low
IND08395;0,63;0,71;5;141;2;0;0;0;RandD;medium
IND23797;0,60;0,96;4;99;6;0;0;0;RandD;medium
IND025;0,58;0,79;5;197;3;0;0;0;RandD;medium
IND03087;0,64;0,52;3;240;3;0;0;0;marketing;medium
IND01763;0,74;0,62;3;216;3;1;0;0;sales;low
IND21542;0,93;0,70;5;206;4;0;0;0;accounting;low
IND35999;0,74;0,75;4;257;3;0;0;0;support;low
IND02592;0,98;0,60;4;160;3;0;0;0;technical;low
IND07566;0,87;0,82;5;138;3;1;0;0;management;low
IND33509;0,76;0,99;3;216;3;0;0;0;marketing;low
IND42490;0,15;0,91;6;281;3;0;0;0;marketing;low
IND44587;0,18;0,57;6;238;6;1;0;0;marketing;low
IND11790;1,00;0,67;3;199;4;0;0;0;sales;low
IND20202;0,98;0,63;3;135;3;0;0;0;sales;low
IND38415;0,73;0,97;3;165;2;0;0;0;sales;low
IND18844;0,67;0,72;3;180;3;0;0;0;sales;low
IND18955;0,90;0,74;3;227;3;0;0;0;sales;low
IND36736;0,54;0,53;3;251;2;0;0;0;sales;low
IND33231;0,15;0,39;5;229;4;0;0;0;sales;low
IND35437;0,58;0,54;4;199;2;0;0;0;sales;low
IND41919;0,81;0,51;4;271;2;0;0;0;sales;low
IND28433;0,17;0,51;5;221;3;0;0;0;sales;low
IND35417;0,68;0,73;4;251;3;0;0;0;sales;low
IND06810;0,68;0,49;4;153;4;0;0;0;sales;low
IND20132;0,70;0,93;4;241;3;0;0;0;sales;low
IND38637;0,49;0,68;4;201;4;0;0;0;sales;medium
IND01427;0,55;0,96;4;267;3;0;0;0;sales;medium
IND17733;0,48;0,84;3;146;2;1;0;0;sales;medium
IND27657;0,63;0,98;4;210;3;0;0;0;sales;medium
IND03536;0,83;0,69;4;233;2;0;0;0;sales;medium
IND19108;0,48;0,87;3;221;2;0;0;0;sales;medium
IND39825;0,98;0,96;5;183;3;1;0;0;accounting;medium
IND44469;0,57;0,72;4;221;3;0;0;0;accounting;medium
IND17476;0,72;0,66;3;167;3;0;0;0;accounting;medium
IND0743;0,90;0,80;4;240;3;0;0;0;hr;medium
IND34516;0,64;0,59;3;200;2;1;0;0;hr;medium
IND41136;0,55;0,98;2;144;2;0;0;0;hr;medium
IND44771;0,56;0,59;5;209;2;1;0;0;hr;high
IND40210;0,80;0,55;3;206;2;0;0;0;technical;low
IND22092;0,65;0,76;3;111;5;0;0;0;technical;medium
IND34334;0,75;0,78;3;241;3;0;0;0;technical;medium
IND40132;0,69;0,79;3;207;3;0;0;0;technical;medium
IND29632;0,91;0,76;3;197;3;0;0;0;technical;medium
IND40281;0,78;0,63;5;200;2;0;0;0;technical;low
IND04164;0,71;0,68;4;242;4;0;0;0;technical;low
IND40543;0,79;0,96;4;180;3;0;0;0;technical;low
IND09145;0,86;0,72;4;173;3;0;0;0;technical;low
IND31000;0,87;0,82;3;224;3;0;0;0;technical;low
IND03002;0,76;0,99;2;183;2;0;0;0;technical;low
IND13860;0,76;0,80;4;226;5;0;0;0;support;low
IND20543;0,74;0,66;3;257;3;0;0;0;support;low
IND06254;0,56;0,81;3;165;4;0;0;0;support;low
IND10601;0,54;0,91;3;142;2;0;0;0;support;low
IND0222;0,84;0,79;4;258;4;0;0;0;support;low
IND18003;0,55;0,69;5;193;2;0;0;0;support;low
IND14566;0,69;0,51;3;176;2;0;0;0;support;low
IND16026;0,79;0,88;4;188;3;0;0;0;support;low
IND22417;0,21;0,38;3;275;5;0;0;0;support;low
IND37071;0,57;0,58;3;132;3;0;0;0;support;low
IND17393;0,89;0,95;3;246;4;0;0;0;support;low
IND0825;0,72;0,98;3;181;4;0;0;0;technical;low
IND26388;0,56;0,58;5;266;3;0;0;0;technical;low
IND28210;0,84;0,68;4;151;2;0;0;0;technical;low
IND43965;0,94;0,76;3;257;4;1;0;0;management;low
IND17763;0,29;0,88;6;183;4;0;0;0;IT;medium
IND0834;0,54;0,93;3;124;5;0;0;0;IT;medium
IND23183;0,93;0,73;4;153;2;1;0;0;IT;medium
IND28511;0,80;0,68;4;199;2;0;0;0;IT;medium
IND40007;1,00;0,73;5;142;4;0;0;0;IT;medium
IND30015;0,89;0,56;4;159;3;0;0;0;product_mng;medium
IND07841;0,60;0,78;6;211;4;1;0;0;product_mng;medium
IND18407;0,49;0,94;5;136;3;0;0;0;product_mng;medium
IND37938;0,65;0,75;4;153;2;0;0;0;product_mng;medium
IND09169;0,60;0,71;5;263;2;1;0;0;IT;medium
IND22999;0,51;1,00;3;168;3;1;0;0;RandD;medium
IND24540;0,74;0,89;4;234;3;1;0;0;RandD;medium
IND10893;0,57;0,42;4;154;5;0;0;0;RandD;high
IND15225;0,82;0,84;5;173;2;0;0;0;RandD;low
IND15735;0,19;0,63;5;206;6;0;0;0;RandD;medium
IND06481;0,50;0,64;4;208;2;0;0;0;marketing;medium
IND10043;0,91;0,68;4;178;3;1;0;0;sales;medium
IND15645;0,19;0,86;4;198;6;0;0;0;accounting;medium
IND34148;0,94;0,84;4;220;3;0;0;0;support;low
IND02662;0,88;0,67;4;226;2;0;0;0;technical;low
IND26518;0,90;0,87;4;231;5;0;0;0;management;low
IND23767;0,49;0,96;2;206;2;0;0;0;marketing;low
IND28794;0,99;0,55;4;179;4;0;0;0;marketing;low
IND31304;0,72;0,81;4;200;2;0;0;0;marketing;low
IND06658;0,66;0,69;5;202;6;0;0;0;sales;low
IND20206;0,96;0,51;4;237;3;0;0;0;sales;low
IND04040;0,49;0,69;4;270;3;0;0;0;sales;low
IND28991;0,73;0,49;3;168;2;1;0;0;sales;low
IND37651;0,48;0,98;5;132;4;0;0;0;sales;low
IND42432;0,57;0,78;3;162;2;0;0;0;sales;low
IND23630;0,63;0,82;3;269;3;0;0;0;sales;low
IND18284;0,46;0,87;5;254;5;1;0;0;sales;low
IND30525;0,64;0,50;3;261;2;0;0;0;sales;low
IND08502;0,56;0,73;4;148;3;0;0;0;sales;low
IND20276;0,97;0,75;5;228;4;0;0;0;sales;low
IND24250;0,69;0,68;3;138;3;0;0;0;sales;low
IND09776;0,23;0,97;4;200;3;0;0;0;sales;low
IND24548;0,77;0,48;4;258;4;1;0;0;sales;low
IND08803;0,76;0,57;4;266;3;0;0;0;sales;low
IND13914;0,98;0,66;3;204;2;0;0;0;sales;medium
IND35782;0,92;0,77;3;236;3;0;0;0;sales;medium
IND43464;0,63;0,67;4;149;3;1;0;0;sales;medium
IND05760;0,91;0,69;5;240;3;0;0;0;sales;medium
IND20967;0,40;0,67;3;115;3;0;0;0;accounting;medium
IND35485;0,82;0,62;4;267;3;1;0;0;accounting;medium
IND11363;0,81;0,88;4;149;3;0;0;0;accounting;medium
IND17112;0,61;0,69;3;224;3;0;0;0;hr;medium
IND31041;0,30;0,57;2;158;2;0;0;0;hr;medium
IND27722;0,59;0,72;2;107;3;0;0;0;hr;medium
IND08376;0,20;0,56;3;217;5;0;0;0;hr;medium
IND41096;0,75;0,56;2;212;2;0;0;0;technical;medium
IND44172;0,59;0,79;3;270;3;0;0;0;technical;high
IND21981;0,63;0,53;4;243;2;0;0;0;technical;low
IND40190;0,77;0,68;5;162;4;1;0;0;technical;medium
IND28691;0,82;0,60;5;232;2;0;0;0;technical;medium
IND14446;0,60;0,85;5;187;4;0;0;0;technical;medium
IND06681;0,83;0,72;3;259;2;0;0;0;technical;medium
IND21837;0,67;0,60;4;209;2;0;0;0;technical;low
IND32533;0,84;0,56;5;97;6;0;0;0;technical;low
IND08479;0,68;0,79;5;139;4;0;0;0;technical;low
IND37864;0,74;0,92;4;258;3;1;0;0;technical;low
IND32501;0,63;0,64;3;208;2;1;0;0;support;low
IND43865;0,88;0,90;2;233;3;0;0;0;support;low
IND22339;1,00;0,81;3;168;4;0;0;0;support;low
IND25311;0,70;0,87;4;252;2;1;0;0;support;low
IND22621;0,50;0,71;5;171;4;0;0;0;support;low
IND07514;0,94;0,66;5;219;3;0;0;0;support;low
IND07817;0,67;0,54;3;213;4;0;0;0;support;low
IND43187;0,80;0,88;5;199;4;0;0;0;support;low
IND44327;0,70;0,88;4;245;2;0;0;0;support;low
IND05419;0,24;0,73;4;273;5;0;0;0;support;low
IND01739;0,98;1,00;4;202;3;0;0;0;support;low
IND08082;0,76;0,65;4;240;3;0;0;0;technical;low
IND12491;0,78;0,50;4;155;4;0;0;0;technical;low
IND13142;0,42;0,91;3;209;2;0;0;0;technical;low
IND37957;0,83;0,64;4;210;3;0;0;0;management;medium
IND38740;0,98;0,81;4;266;6;0;0;0;IT;medium
IND24207;0,64;0,81;2;226;2;0;0;0;IT;medium
IND23758;0,67;0,75;4;133;2;0;0;0;IT;medium
IND37380;0,26;0,39;3;99;4;0;0;0;IT;medium
IND32635;0,97;0,64;3;237;3;0;0;0;IT;medium
IND28980;0,48;0,60;4;230;3;0;0;0;product_mng;medium
IND43474;0,84;0,55;4;149;2;0;0;0;product_mng;medium
IND38601;0,71;0,74;4;206;4;0;0;0;product_mng;medium
IND13260;1,00;0,84;3;185;3;0;0;0;product_mng;medium
IND19063;0,60;0,76;5;269;2;0;0;0;IT;medium
IND05534;0,95;0,37;6;233;5;0;0;0;RandD;medium
IND42752;0,56;0,56;3;162;2;0;0;0;RandD;high
IND10171;0,75;0,49;2;173;3;1;0;0;RandD;low
IND28629;0,98;0,53;6;253;4;0;0;0;RandD;medium
IND21373;0,70;0,72;5;134;3;0;0;0;RandD;medium
IND35166;0,65;0,92;4;133;3;0;0;0;marketing;medium
IND0897;0,80;0,81;5;143;2;0;0;0;sales;medium
IND05644;0,49;0,78;3;264;4;0;0;0;accounting;low
IND13054;0,32;0,73;3;180;6;0;0;0;support;low
IND18418;0,88;0,54;3;235;2;1;0;0;technical;low
IND33063;0,80;0,97;4;232;2;0;0;0;management;low
IND03988;0,73;0,74;4;181;4;0;0;0;marketing;low
IND20350;0,72;0,58;3;198;2;0;0;0;marketing;low
IND40577;0,58;0,78;5;211;3;1;0;0;marketing;low
IND21200;0,66;0,96;4;216;3;0;0;0;sales;low
IND14422;0,63;0,79;3;197;3;1;0;0;sales;low
IND17619;0,69;0,56;2;214;2;0;0;0;sales;low
IND26730;0,49;0,59;3;185;3;0;0;0;sales;low
IND14066;0,60;0,45;3;173;2;0;0;0;sales;low
IND16082;0,50;0,63;4;229;4;0;0;0;sales;low
IND24326;0,34;0,81;4;116;3;1;0;0;sales;low
IND12770;0,79;0,60;5;223;3;0;0;0;sales;low
IND17086;0,98;0,68;4;154;3;0;0;0;sales;low
IND33661;0,96;0,97;5;240;2;0;0;0;sales;low
IND36138;0,88;0,89;3;139;2;0;0;0;sales;low
IND39780;0,60;0,61;2;275;2;0;0;0;sales;low
IND14552;0,62;0,73;3;158;3;1;0;0;sales;low
IND18612;0,40;0,72;3;204;4;1;0;0;sales;low
IND18687;0,16;0,82;5;121;2;0;0;0;sales;medium
IND0333;0,81;0,98;5;243;6;0;0;0;sales;medium
IND20193;0,69;0,69;4;195;2;0;0;0;sales;medium
IND24293;0,66;0,51;5;149;3;0;0;0;sales;medium
IND39826;0,66;0,62;5;214;2;0;0;0;sales;medium
IND44559;0,61;0,53;4;266;3;0;0;0;accounting;medium
IND12832;0,99;0,77;5;222;2;0;0;0;accounting;medium
IND24380;0,73;0,54;3;283;6;0;0;0;accounting;medium
IND01229;0,63;0,72;2;161;5;0;0;0;hr;medium
IND25201;0,60;0,91;3;157;4;0;0;0;hr;medium
IND40215;0,44;0,44;3;126;2;0;0;0;hr;medium
IND09118;0,64;0,95;3;131;6;0;0;0;hr;medium
IND13455;0,91;0,81;4;139;2;0;0;0;technical;high
IND28632;0,55;0,59;4;230;3;0;0;0;technical;low
IND40742;0,70;0,73;4;240;2;1;0;0;technical;medium
IND19889;0,37;0,59;3;134;3;0;0;0;technical;medium
IND03943;0,16;0,56;6;196;3;0;0;0;technical;medium
IND19292;0,69;0,97;5;240;4;0;0;0;technical;medium
IND0998;0,96;0,47;2;233;5;1;0;0;technical;low
IND04854;0,62;0,91;5;267;3;0;0;0;technical;low
IND13497;0,94;0,45;2;211;3;0;0;0;technical;low
IND30587;0,67;0,83;3;260;3;0;0;0;technical;low
IND03828;0,89;0,57;3;113;3;0;0;0;technical;low
IND06637;0,60;0,63;5;267;3;0;0;0;support;low
IND08350;0,89;0,62;5;196;3;0;0;0;support;low
IND40915;0,60;0,89;3;232;2;0;0;0;support;low
IND33274;0,93;0,95;2;156;3;1;0;0;support;low
IND36423;0,38;0,78;4;159;5;0;0;0;support;low
IND41385;0,62;0,57;3;223;3;1;0;0;support;low
IND19315;0,86;0,86;4;197;3;1;0;0;support;low
IND30793;0,61;0,62;2;192;2;1;0;0;support;low
IND12572;0,77;0,64;4;192;3;0;0;0;support;low
IND15850;0,85;0,73;4;174;3;0;0;0;support;low
IND17413;0,94;0,62;4;191;3;0;0;0;support;low
IND23638;0,59;0,59;4;270;2;0;0;0;technical;low
IND29808;0,90;0,92;3;139;3;0;0;0;technical;low
IND29813;0,86;0,65;4;243;2;0;0;0;technical;low
IND04060;0,72;0,70;3;238;2;0;0;0;management;low
IND36871;0,84;0,52;5;189;2;1;0;0;IT;low
IND22063;0,64;0,50;4;189;3;0;0;0;IT;medium
IND23439;0,81;0,75;4;206;3;0;0;0;IT;medium
IND14433;0,66;0,70;5;254;2;0;0;0;IT;medium
IND23537;0,75;0,55;3;253;6;0;0;0;IT;medium
IND32855;0,54;0,67;3;243;2;0;0;0;product_mng;medium
IND44573;0,98;0,76;3;224;2;0;0;0;product_mng;medium
IND14573;0,80;0,85;4;139;2;0;0;0;product_mng;medium
IND30473;0,68;0,70;5;270;3;0;0;0;product_mng;medium
IND21626;0,54;0,57;3;257;2;0;0;0;IT;medium
IND30457;0,88;0,84;4;170;2;0;0;0;RandD;medium
IND39066;0,71;0,62;3;222;3;0;0;0;RandD;medium
IND10360;0,77;0,58;2;247;2;1;0;0;RandD;medium
IND33352;0,60;0,60;4;201;3;0;0;0;RandD;high
IND36241;0,53;0,75;4;263;5;0;0;0;RandD;low
IND10673;0,85;0,50;3;168;2;1;0;0;marketing;medium
IND43688;0,59;0,75;4;190;2;0;0;0;sales;medium
IND25195;0,23;0,77;4;140;5;0;0;0;accounting;medium
IND21643;0,70;0,60;3;224;3;0;0;0;support;medium
IND06403;0,92;0,49;5;145;3;0;0;0;technical;low
IND16004;0,95;0,37;4;285;3;0;0;0;management;low
IND32886;0,39;0,43;3;154;3;0;0;0;marketing;low
IND19854;0,85;0,80;4;200;2;0;0;0;marketing;low
IND30270;0,98;0,70;3;255;2;1;0;0;marketing;low
IND14539;0,15;0,48;6;204;6;1;0;0;sales;low
IND05399;0,68;0,54;3;270;4;1;0;0;sales;low
IND34564;0,24;0,91;5;177;5;0;0;0;sales;low
IND10966;0,77;0,59;4;140;3;0;0;0;sales;medium
IND25779;0,36;0,69;3;165;3;0;0;0;sales;medium
IND29351;0,50;0,89;3;187;4;1;0;0;sales;medium
IND43129;0,20;0,98;4;166;4;1;0;0;sales;medium
IND34719;0,86;0,56;5;141;2;0;0;0;sales;medium
IND11287;0,84;0,63;4;135;2;0;0;0;sales;medium
IND14260;0,90;0,98;5;148;4;0;0;0;sales;medium
IND21727;0,40;0,51;3;120;6;0;0;0;sales;medium
IND25256;0,63;0,62;3;141;3;0;0;0;sales;medium
IND05440;0,73;0,95;3;222;4;0;0;0;sales;medium
IND15337;0,25;0,67;2;136;6;0;0;0;sales;medium
IND41682;0,70;0,57;3;180;2;0;0;0;sales;medium
IND20675;0,60;0,97;3;187;3;1;0;0;sales;medium
IND25147;0,99;0,66;3;202;3;0;0;0;sales;medium
IND28163;0,29;0,86;3;251;4;0;0;0;sales;medium
IND04312;0,53;0,63;4;259;2;0;0;0;sales;medium
IND08137;0,83;0,76;3;262;2;0;0;0;accounting;medium
IND18494;0,18;0,92;5;251;4;0;0;0;accounting;medium
IND44811;0,14;0,74;4;117;5;0;0;0;accounting;medium
IND16879;0,50;0,66;4;155;2;0;0;0;hr;medium
IND25318;0,36;0,89;3;197;6;0;0;0;hr;medium
IND31548;0,34;0,56;3;139;2;0;0;0;hr;medium
IND42534;0,51;0,75;4;175;2;0;0;0;hr;medium
IND08989;0,50;0,52;5;137;3;1;0;0;technical;medium
IND16915;0,69;0,93;3;228;4;0;0;0;technical;medium
IND38572;0,52;0,51;2;232;4;0;0;0;technical;high
IND16009;0,32;0,50;2;143;3;0;0;0;technical;high
IND44510;0,88;0,99;3;190;5;0;0;0;technical;high
IND41820;0,60;0,87;3;196;3;1;0;0;technical;high
IND44514;0,72;0,80;3;213;3;0;0;0;technical;high
IND05320;0,65;0,90;3;200;3;0;0;0;technical;high
IND14203;0,82;0,78;5;166;2;0;0;0;technical;high
IND21730;0,67;0,92;5;258;3;0;0;0;technical;high
IND30765;0,44;0,87;5;104;4;0;0;0;technical;high
IND24501;0,52;0,85;5;173;2;0;0;0;support;high
IND02968;0,54;0,51;2;176;3;0;0;0;support;high
IND14748;0,67;0,76;5;181;3;0;0;0;support;high
IND18205;0,16;0,64;6;143;5;1;0;0;support;low
IND20354;0,81;0,73;4;186;3;0;0;0;support;low
IND18606;0,77;0,85;3;136;3;0;0;0;support;low
IND12130;0,84;0,99;4;219;2;0;0;0;support;low
IND15129;0,56;0,56;5;229;4;1;0;0;support;low
IND18805;0,67;0,97;5;239;3;0;0;0;support;low
IND22168;0,65;0,70;4;182;2;0;0;0;support;low
IND25445;0,39;0,57;2;132;3;0;0;0;support;low
IND38253;0,77;0,75;3;272;3;0;0;0;technical;low
IND27791;0,41;0,96;5;167;3;1;0;0;technical;low
IND22631;0,59;0,67;3;180;2;0;0;0;technical;low
IND12273;0,14;0,72;6;100;5;0;0;0;management;low
IND28226;0,60;0,82;4;134;2;0;0;0;IT;low
IND30716;0,14;0,98;6;221;5;0;0;0;IT;low
IND33841;0,88;0,80;3;166;2;0;0;0;IT;low
IND37963;0,60;0,91;4;214;2;0;0;0;IT;medium
IND01716;1,00;0,49;4;227;3;1;0;0;IT;medium
IND07320;0,56;0,98;4;207;3;0;0;0;product_mng;medium
IND24680;0,72;0,54;3;286;6;0;0;0;product_mng;medium
IND01106;0,59;0,83;3;240;3;1;0;0;product_mng;medium
IND26719;0,74;0,75;4;111;4;1;0;0;product_mng;medium
IND29833;0,52;0,69;4;164;2;0;0;0;IT;medium
IND41841;0,77;0,74;2;187;6;0;0;0;RandD;medium
IND31758;0,48;0,81;4;248;2;0;0;0;RandD;medium
IND01382;0,99;0,56;5;210;2;0;0;0;RandD;medium
IND10578;0,23;0,78;4;163;6;0;0;0;RandD;medium
IND12586;0,63;1,00;5;241;4;0;0;0;RandD;medium
IND17263;0,51;0,83;3;136;3;0;0;0;marketing;high
IND34716;0,54;0,55;4;208;5;0;0;0;sales;high
IND44108;0,53;0,73;5;174;3;0;0;0;accounting;high
IND07454;0,72;0,84;4;250;3;0;0;0;support;high
IND12225;0,57;0,61;2;189;2;1;0;0;technical;high
IND20685;0,81;0,77;3;204;3;0;0;0;management;high
IND26262;0,64;0,57;4;217;3;0;0;0;marketing;high
IND08846;0,77;0,57;5;162;3;0;0;0;marketing;high
IND08232;0,83;0,55;3;257;2;0;0;0;marketing;low
IND31916;0,60;0,71;3;195;2;0;0;0;sales;low
IND44191;0,86;0,87;5;156;4;0;0;0;sales;low
IND04249;0,50;0,55;2;128;3;0;0;0;sales;low
IND06731;0,60;0,75;5;233;3;1;0;0;sales;low
IND18522;0,85;0,73;4;260;4;0;0;0;sales;low
IND32287;0,40;0,87;5;250;4;0;0;0;sales;low
IND35243;0,38;0,79;5;176;3;0;0;0;sales;low
IND0206;0,96;0,59;6;133;5;0;0;0;sales;medium
IND11214;0,59;0,57;4;197;2;0;0;0;sales;medium
IND21871;0,56;0,50;3;156;3;1;0;0;sales;medium
IND43976;0,84;0,96;3;162;3;0;0;0;sales;medium
IND31793;0,94;0,99;3;207;2;0;0;0;sales;medium
IND34893;0,72;0,63;3;223;2;1;0;0;sales;medium
IND28083;0,82;0,70;3;149;2;0;0;0;sales;medium
IND44353;1,00;0,95;3;275;3;1;0;0;sales;medium
IND20659;0,62;0,77;3;271;2;0;0;0;sales;medium
IND33309;0,76;0,89;3;273;2;1;0;0;sales;medium
IND16516;0,23;0,74;5;219;4;0;0;0;sales;medium
IND01058;0,70;0,99;5;135;4;0;0;0;sales;medium
IND05169;0,71;0,88;3;158;3;0;0;0;accounting;medium
IND07303;0,32;0,37;3;167;3;0;0;0;accounting;medium
IND27433;0,69;0,67;4;274;4;0;0;0;accounting;medium
IND02622;0,66;0,59;3;145;3;0;0;0;hr;medium
IND38641;0,70;0,67;6;233;6;0;0;0;hr;medium
IND37308;0,91;0,76;3;159;3;0;0;0;hr;medium
IND37741;0,20;0,70;4;221;5;0;0;0;hr;medium
IND06216;0,72;0,83;3;132;2;0;0;0;technical;medium
IND06896;0,74;0,93;5;140;3;0;0;0;technical;medium
IND24984;0,53;0,79;3;206;3;0;0;0;technical;medium
IND01944;0,99;0,92;4;229;2;0;0;0;technical;medium
IND14880;0,75;0,85;4;272;4;0;0;0;technical;high
IND25098;0,86;0,78;4;164;2;0;0;0;technical;low
IND05913;0,93;0,86;4;145;3;0;0;0;technical;medium
IND44944;0,81;0,95;3;212;3;0;0;0;technical;medium
IND04448;0,49;0,67;3;254;2;1;0;0;technical;medium
IND08229;0,97;0,72;5;260;4;0;0;0;technical;medium
IND16740;0,62;0,89;3;201;3;0;0;0;technical;medium
IND40020;0,75;0,79;4;176;4;1;0;0;support;medium
IND0313;0,87;0,58;3;140;3;1;0;0;support;medium
IND43955;0,93;0,65;5;201;3;0;0;0;support;medium
IND11635;0,74;0,68;3;206;2;1;0;0;support;medium
IND32427;0,68;0,57;3;197;3;1;0;0;support;medium
IND01319;0,49;0,63;3;245;4;0;0;0;support;low
IND41585;0,75;0,84;3;145;3;1;0;0;support;low
IND42996;0,95;0,58;4;131;5;0;0;0;support;low
IND26798;0,95;0,75;5;235;3;1;0;0;support;low
IND07589;0,67;0,65;5;242;3;0;0;0;support;low
IND12203;0,71;0,60;2;251;3;0;0;0;support;low
IND38158;0,81;0,73;4;258;2;0;0;0;technical;low
IND13239;0,79;0,36;3;114;3;0;0;0;technical;high
IND44746;0,57;0,52;3;143;2;0;0;0;technical;low
IND06666;0,85;0,65;3;187;2;0;0;0;management;high
IND17588;0,15;0,78;5;255;3;0;0;0;IT;high
IND30713;0,48;0,87;3;267;2;0;0;0;IT;low
IND03651;0,92;0,91;4;247;3;0;0;0;IT;low
IND31956;0,73;0,67;4;153;3;0;0;0;IT;high
IND19402;0,68;0,71;3;237;3;0;0;0;IT;low
IND23231;0,88;0,55;5;182;3;0;0;0;product_mng;medium
IND36454;0,80;0,55;4;144;5;1;0;0;product_mng;high
IND035;0,66;0,90;3;176;2;1;0;0;product_mng;medium
IND27617;0,19;0,80;5;203;6;0;0;0;product_mng;medium
IND27331;0,30;0,53;3;148;4;0;0;0;IT;medium
IND01969;0,80;0,80;3;175;2;0;0;0;RandD;medium
IND04265;0,66;0,84;3;211;4;0;0;0;RandD;high
IND04490;0,22;0,67;6;175;5;0;0;0;RandD;medium
IND13419;0,57;0,59;4;206;3;0;0;0;RandD;medium
IND20522;0,83;0,73;4;262;2;0;0;0;RandD;medium
IND28259;0,57;0,50;4;177;2;0;0;0;marketing;high
IND35593;0,78;0,54;3;134;3;0;0;0;sales;medium
IND25494;0,88;0,89;2;201;3;0;0;0;accounting;high
IND28459;0,48;0,69;3;105;3;0;0;0;support;low
IND31701;0,91;0,82;4;259;3;0;0;0;technical;medium
IND31829;0,30;0,97;3;171;4;1;0;0;management;medium
IND32683;0,63;0,98;4;228;3;0;0;0;marketing;medium
IND33172;0,62;0,36;2;137;4;1;0;0;marketing;medium
IND09641;0,74;0,72;5;196;3;0;0;0;marketing;low
IND25638;0,50;0,53;3;207;4;0;0;0;sales;low
IND36726;0,36;0,74;6;280;3;0;0;0;sales;low
IND40179;0,57;0,65;4;162;3;1;0;0;sales;low
IND20076;0,73;0,55;4;267;3;0;0;0;sales;low
IND31256;0,77;0,67;5;207;2;0;0;0;sales;low
IND38371;0,86;0,50;4;196;2;0;0;0;sales;low
IND12777;0,24;0,55;6;231;4;0;0;0;sales;low
IND15372;0,83;0,62;4;242;3;0;0;0;sales;low
IND0115;0,72;0,63;4;207;3;0;0;0;sales;low
IND33476;0,52;0,82;4;206;2;1;0;0;sales;high
IND13826;0,99;0,54;4;236;4;0;0;0;sales;low
IND14626;0,15;0,68;5;246;2;0;0;0;sales;low
IND17360;0,79;0,94;3;204;2;1;0;0;sales;low
IND43073;0,19;0,91;3;268;4;0;0;0;sales;low
IND06303;0,59;0,62;3;212;2;1;0;0;sales;high
IND35804;0,15;0,74;6;178;3;0;0;0;sales;low
IND18965;0,75;0,72;5;260;3;0;0;0;sales;low
IND23531;0,47;0,71;2;241;4;0;0;0;sales;low
IND19513;0,64;0,64;3;234;3;1;0;0;sales;high
IND35728;0,66;0,76;3;207;2;0;0;0;accounting;low
IND12914;0,80;0,91;5;242;3;1;0;0;accounting;medium
